display_name,membership_id,class,score,kills,deaths,assists,avg_score_per_life,opponents_defeated,efficiency,kdr,kda,standing,team_score,weapon_name,weapon_type,weapon_kills
NeutralDefault,4611686018430355830,Warlock,39.0,20.0,11.0,1.0,3.25,21.0,1.9090909090909092,1.8181818181818181,1.8636363636363635,0.0,93.0,Toil and Trouble,Shotgun,11.0
NeutralDefault,4611686018430355830,Warlock,4.0,18.0,11.0,3.0,0.3333333333333333,21.0,1.9090909090909092,1.6363636363636365,1.7727272727272727,0.0,4.0,Trust,Hand Cannon,3.0
NeutralDefault,4611686018430355830,Warlock,25.0,22.0,12.0,3.0,1.9230769230769231,25.0,2.0833333333333335,1.8333333333333333,1.9583333333333333,0.0,62.0,Toil and Trouble,Shotgun,10.0
NeutralDefault,4611686018430355830,Warlock,43.0,15.0,17.0,5.0,2.388888888888889,20.0,1.1764705882352942,0.8823529411764706,1.0294117647058822,0.0,100.0,Toil and Trouble,Shotgun,6.0
NeutralDefault,4611686018430355830,Warlock,3.0,9.0,10.0,1.0,0.2727272727272727,10.0,1.0,0.9,0.95,1.0,3.0,Toil and Trouble,Shotgun,4.0
NeutralDefault,4611686018430355830,Warlock,6.0,10.0,5.0,2.0,1.0,12.0,2.4,2.0,2.2,0.0,6.0,Toil and Trouble,Shotgun,3.0
NeutralDefault,4611686018430355830,Warlock,22.0,16.0,20.0,6.0,1.0476190476190477,22.0,1.1,0.8,0.95,1.0,59.0,Toil and Trouble,Shotgun,10.0
NeutralDefault,4611686018430355830,Warlock,42.0,16.0,16.0,7.0,2.4705882352941178,23.0,1.4375,1.0,1.21875,1.0,94.0,Toil and Trouble,Shotgun,9.0
NeutralDefault,4611686018430355830,Warlock,6.0,9.0,7.0,2.0,0.75,11.0,1.5714285714285714,1.2857142857142858,1.4285714285714286,0.0,6.0,Toil and Trouble,Shotgun,5.0
NeutralDefault,4611686018430355830,Warlock,6.0,7.0,9.0,4.0,0.6,11.0,1.2222222222222223,0.7777777777777778,1.0,0.0,6.0,Toil and Trouble,Shotgun,3.0
NeutralDefault,4611686018430355830,Warlock,0.0,12.0,10.0,0.0,0.0,12.0,1.2,1.2,1.2,1.0,0.0,Trust,Hand Cannon,4.0
